Order_ID,Order_Date,Region,City,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-10312,2022-12-02,east,Chicago,Office Supplies,Binders,57.52,9,0.3,-1.45
ORD-10313,2022-02-07,West,Dallas,Furniture,Tables,1444.72,3,,436.64
ORD-10314,2022-05-15,South,San Antonio,Furniture,Tables,,4,0.3,2.55
ORD-10315,2022-11-30,east,Chicago,Office Supplies,Phones,1050.04,7,0.1,406.41
ORD-10316,2022-08-23,East,Phoenix,furniture,Phones,625.25,7,,121.52
ORD-10317,2022-11-15,East,Dallas,Furniture,Machines,276.48,4,0.1,16.72
ORD-10318,2022-12-11,West,Houston,Technology,Tables,251.53,6,0.0,87.94
ORD-10319,2022-06-09,WEST,San Antonio,Office Supplies,Tables,390.36,3,0.1,57.01
ORD-10320,2022-02-07,East,Los Angeles,Technology,Binders,832.86,6,0.3,330.63
ORD-10321,2022-05-30,East,Phoenix,Furniture,Machines,1077.6,2,0.2,438.38
ORD-10322,2022-11-04,East,Chicago,furniture,Tables,997.09,8,0.1,-50.6
ORD-10323,2022-01-29,South,Dallas,Technology,Paper,434.3,2,0.2,-64.54
ORD-10324,2022-05-24,East,Houston,Furniture,Chairs,1433.2,7,0.0,631.12
ORD-10325,2022-03-17,Central,New York,Furniture,Binders,1112.09,9,,
ORD-10326,2022-05-25,east,Houston,Furniture,Tables,840.44,1,,-98.11
ORD-10327,2022-08-17,East,Houston,Technology,Binders,925.35,8,0.2,323.71
ORD-10328,2022-03-05,WEST,San Antonio,Furniture,Binders,641.01,7,,79.92
ORD-10329,2022-12-13,WEST,San Antonio,Office Supplies,Storage,386.64,6,0.1,2.08
ORD-10330,2022-12-11,East,Dallas,Furniture,Machines,546.84,6,0.2,206.29
ORD-10331,2022-09-26,East,Dallas,Office Supplies,Phones,1141.61,6,0.3,-36.53
ORD-10332,2022-11-24,Central,San Jose,furniture,Machines,41.3,9,0.1,17.28
ORD-10333,2022-07-03,East,Chicago,Office Supplies,Binders,191.79,2,0.1,-5.11
ORD-10334,2022-09-18,East,San Jose,furniture,Machines,88.08,1,0.1,19.22
ORD-10335,2022-09-25,east,Dallas,furniture,Accessories,80.28,6,0.3,-1.3
ORD-10336,2022-06-18,WEST,Chicago,Office Supplies,Paper,1286.08,8,0.0,228.15
ORD-10337,2022-09-16,Central,San Antonio,furniture,Paper,1061.41,3,,
ORD-10338,2022-08-15,WEST,San Antonio,Office Supplies,Binders,721.78,1,0.2,-25.89
ORD-10339,2022-02-02,Central,Los Angeles,Technology,Accessories,164.79,9,0.0,26.78
ORD-10340,2022-08-02,WEST,,furniture,Paper,,1,0.2,98.26
ORD-10341,2022-02-19,East,Phoenix,Office Supplies,Storage,720.74,3,,-77.39
ORD-10342,2022-07-29,WEST,San Antonio,furniture,Tables,276.34,8,0.3,94.23
ORD-10343,2022-01-29,WEST,New York,Furniture,Binders,662.1,3,0.1,34.04
ORD-10344,2022-02-08,Central,Los Angeles,Office Supplies,Storage,609.79,4,0.1,118.76
ORD-10345,2022-12-13,West,Chicago,Furniture,Machines,931.46,8,0.3,
ORD-10346,2022-04-10,Central,Houston,furniture,Chairs,959.94,1,0.0,151.63
ORD-10347,2022-06-22,Central,Dallas,furniture,Machines,87.05,6,0.0,-7.46
ORD-10348,2022-01-17,Central,Dallas,Technology,Storage,574.43,1,0.2,59.79
ORD-10349,2022-02-25,South,Phoenix,Office Supplies,Phones,946.27,1,0.3,114.9
ORD-10350,2022-08-14,South,Los Angeles,Furniture,Phones,764.64,8,0.0,221.89
ORD-10351,2022-02-15,South,Houston,Technology,Tables,1287.6,4,0.3,455.82
ORD-10352,2022-03-08,Central,Houston,furniture,Machines,994.87,1,,176.08
ORD-10353,2022-07-16,West,Los Angeles,furniture,Accessories,261.14,7,0.1,-25.57
ORD-10354,2022-05-22,Central,New York,Technology,Tables,124.44,5,0.1,-0.98
ORD-10355,2022-11-19,East,New York,Furniture,Paper,970.78,5,0.1,-49.55
ORD-10356,2022-01-23,West,Phoenix,furniture,Accessories,59.24,1,0.3,-4.46
ORD-10357,2022-04-04,South,San Jose,furniture,Accessories,886.95,6,0.3,61.68
ORD-10358,2022-08-30,WEST,New York,Office Supplies,Accessories,,9,0.2,-17.45
ORD-10359,2022-08-25,WEST,Phoenix,Technology,Accessories,871.7,9,0.1,-16.58
ORD-10360,2022-02-23,east,San Jose,furniture,Phones,594.49,8,0.2,-69.66
ORD-10361,2022-05-18,West,San Jose,Furniture,Machines,972.07,5,0.1,-135.5
ORD-10362,2022-11-29,South,Chicago,Office Supplies,Paper,698.21,1,0.2,-61.68
ORD-10363,2022-09-29,West,San Jose,Technology,Phones,827.51,9,0.2,-38.63
ORD-10364,2022-02-10,West,Los Angeles,Furniture,Binders,1413.37,1,,153.48
ORD-10365,2022-04-08,WEST,San Jose,furniture,Paper,591.43,8,0.2,92.45
ORD-10366,2022-07-02,Central,Houston,Technology,Phones,1442.56,5,0.3,
ORD-10367,2022-05-08,East,Phoenix,Technology,Tables,1359.92,3,0.2,142.61
ORD-10368,2022-08-17,east,Dallas,Furniture,Phones,309.77,7,0.1,17.05
ORD-10369,2022-11-13,South,New York,Technology,Paper,122.65,7,0.2,-4.9
ORD-10370,2022-03-27,West,Dallas,Furniture,Paper,169.15,9,0.0,-24.68
ORD-10371,2022-09-13,east,,furniture,Tables,46.97,7,0.1,6.12
ORD-10372,2022-07-28,West,San Antonio,Office Supplies,Chairs,159.78,3,0.0,41.77
ORD-10373,2022-08-03,WEST,Phoenix,Furniture,Machines,1030.85,1,0.1,-14.67
ORD-10374,2022-04-10,East,New York,Office Supplies,Paper,125.36,8,0.3,-8.89
ORD-10375,2022-02-18,WEST,San Antonio,Technology,Phones,492.08,3,0.3,188.09
ORD-10376,2022-07-20,east,San Antonio,Furniture,Tables,1270.42,8,0.3,19.08
ORD-10377,2022-09-15,South,San Jose,furniture,Accessories,54.44,8,0.0,-0.86
ORD-10378,2022-06-27,West,New York,Furniture,Machines,1225.41,5,,446.37
ORD-10379,2022-09-02,East,San Antonio,Furniture,Paper,437.15,1,0.1,148.75
ORD-10380,2022-05-03,WEST,Los Angeles,Furniture,Machines,194.88,7,0.3,23.19
ORD-10381,2022-12-08,east,Houston,Office Supplies,Machines,1051.17,5,0.1,150.89
ORD-10382,2022-06-20,WEST,Dallas,Office Supplies,Storage,950.84,8,0.0,-18.4
ORD-10383,2022-11-29,West,Los Angeles,Technology,Machines,1318.66,9,,-135.85
ORD-10384,2022-05-16,West,Los Angeles,Technology,Accessories,1107.91,7,0.0,215.0
ORD-10385,2022-02-28,South,New York,Technology,Binders,1209.15,7,0.1,-110.02
ORD-10386,2022-07-12,East,San Jose,Technology,Machines,437.41,1,,
ORD-10387,2022-09-25,Central,New York,Furniture,Paper,282.61,4,,117.08
ORD-10388,2022-09-17,WEST,Dallas,Office Supplies,Tables,1130.91,2,0.0,476.91
ORD-10389,2022-04-05,West,Houston,Office Supplies,Accessories,1214.12,2,0.3,-7.77
ORD-10390,2022-05-05,east,Phoenix,Office Supplies,Phones,1485.95,2,0.1,333.55
ORD-10391,2022-02-10,WEST,Los Angeles,Office Supplies,Phones,630.67,4,0.2,84.79
ORD-10392,2022-09-11,South,San Antonio,Technology,Paper,570.59,1,0.2,214.21
ORD-10393,2022-01-07,South,Houston,Furniture,Chairs,1169.09,4,0.0,15.03
ORD-10394,2022-08-04,West,Los Angeles,Office Supplies,Storage,524.39,2,0.1,-77.49
ORD-10395,2022-03-10,West,Phoenix,furniture,Paper,1397.52,5,0.1,-73.32
ORD-10396,2022-03-10,West,San Jose,Furniture,Tables,1290.45,3,0.0,77.06
ORD-10397,2022-03-22,Central,San Antonio,furniture,Accessories,654.91,8,0.1,25.82
ORD-10398,2022-01-30,West,Los Angeles,Furniture,Storage,1131.29,4,0.3,367.46
ORD-10399,2022-03-14,WEST,Chicago,Furniture,Chairs,1136.72,1,0.0,293.66
ORD-10400,2022-09-19,WEST,Dallas,Furniture,Paper,172.62,1,0.3,5.13
ORD-10401,2022-03-30,East,Houston,furniture,Binders,1355.78,3,0.1,
ORD-10402,2022-07-27,east,Dallas,Office Supplies,Storage,767.77,9,0.0,-71.15
ORD-10403,2022-08-01,West,New York,Office Supplies,Chairs,1243.16,7,0.1,483.45
ORD-10404,2022-11-18,WEST,Los Angeles,furniture,Paper,493.67,2,0.0,203.02
ORD-10405,2022-09-23,WEST,San Antonio,Office Supplies,Machines,1345.37,9,0.1,589.11
ORD-10406,2022-10-20,WEST,San Antonio,Technology,Paper,596.02,2,0.3,221.2
ORD-10407,2022-07-26,Central,Houston,Office Supplies,Tables,36.04,3,0.3,-1.64
ORD-10408,2022-11-29,east,Houston,Technology,Paper,1359.97,2,0.1,-166.3
ORD-10409,2022-03-18,South,Dallas,Technology,Binders,155.1,3,0.0,30.67
ORD-10410,2022-10-15,WEST,San Antonio,Technology,Paper,492.58,6,0.2,195.83
ORD-10411,2022-02-16,West,San Antonio,furniture,Phones,1426.09,9,0.3,-62.16
ORD-10412,2022-04-20,WEST,San Antonio,Office Supplies,Chairs,1426.9,9,0.3,-208.01
ORD-10413,2022-07-19,east,Los Angeles,Office Supplies,Machines,868.69,7,0.2,289.53
ORD-10414,2022-07-29,South,San Antonio,furniture,Phones,955.12,3,0.1,-99.26
ORD-10415,2022-06-03,Central,New York,furniture,Paper,683.7,4,0.0,67.16
ORD-10416,2022-01-10,East,San Antonio,Office Supplies,Binders,453.95,6,0.1,116.82
ORD-10417,2022-12-19,West,New York,furniture,Chairs,506.42,5,,-4.01
ORD-10418,2022-06-06,East,Los Angeles,furniture,Chairs,1015.33,2,0.3,-101.15
ORD-10419,2022-09-18,Central,Houston,Technology,Paper,1133.51,6,,353.67
ORD-10420,2022-03-18,east,San Jose,furniture,Binders,1191.54,3,0.3,271.8
ORD-10421,2022-09-14,east,,Technology,Tables,1188.63,8,0.3,526.68
ORD-10422,2022-05-11,Central,Los Angeles,Furniture,Machines,154.99,2,,8.77
ORD-10423,2022-03-08,WEST,San Jose,Technology,Chairs,751.74,1,,-84.9
ORD-10424,2022-08-16,Central,San Jose,Technology,Machines,105.19,9,0.1,30.57
ORD-10425,2022-06-12,West,San Antonio,furniture,Binders,833.3,3,,135.86
ORD-10426,2022-01-15,South,Los Angeles,Office Supplies,Storage,673.47,1,0.1,-14.87
ORD-10427,2022-08-20,East,San Jose,Furniture,Phones,1333.8,7,0.1,425.53
ORD-10428,2022-07-14,East,San Antonio,Furniture,Chairs,539.35,5,0.1,-14.97
ORD-10429,2022-12-15,east,Dallas,Furniture,Storage,193.26,5,0.3,1.24
ORD-10430,2022-01-30,WEST,Los Angeles,Office Supplies,Chairs,231.63,1,0.3,-21.89
ORD-10431,2022-12-25,east,San Jose,Furniture,Tables,1147.04,9,,102.84
ORD-10432,2022-12-04,West,Houston,Furniture,Paper,934.96,7,0.3,94.77
ORD-10433,2022-11-27,Central,New York,Office Supplies,Binders,169.66,8,,26.93
ORD-10434,2022-11-12,East,Dallas,Furniture,Chairs,144.48,9,0.3,39.79
ORD-10435,2022-10-23,West,Houston,furniture,Binders,1057.43,6,0.0,416.27
ORD-10436,2022-11-26,east,Chicago,furniture,Accessories,127.69,5,0.0,-8.6
ORD-10437,2022-08-08,east,San Antonio,Technology,Chairs,1236.35,6,,-145.14
ORD-10438,2022-05-27,East,San Jose,Technology,Tables,1065.24,2,0.3,-147.94
ORD-10439,2022-09-16,east,New York,Technology,Tables,140.4,4,0.3,-8.96
ORD-10440,2022-10-19,WEST,Houston,furniture,Paper,145.56,3,0.1,35.63
ORD-10441,2022-10-26,east,New York,furniture,Paper,1480.23,7,0.2,424.07
ORD-10442,2022-05-23,South,Chicago,furniture,Storage,573.92,9,,184.75
ORD-10443,2022-08-23,Central,Phoenix,Technology,Tables,568.55,5,0.2,-2.15
ORD-10444,2022-04-25,east,San Antonio,Technology,Binders,1222.94,6,0.2,41.01
ORD-10445,2022-12-31,South,San Antonio,Technology,Accessories,1421.93,2,,198.9
ORD-10446,2022-03-31,West,Los Angeles,Technology,Machines,1479.28,3,0.3,-165.81
ORD-10447,2022-07-27,east,San Jose,Technology,Tables,1135.0,3,,245.94
ORD-10448,2022-06-13,WEST,San Antonio,Technology,Chairs,576.86,9,0.2,253.96
ORD-10449,2022-03-25,West,San Antonio,furniture,Machines,143.58,7,0.3,9.55
ORD-10450,2022-03-18,east,Houston,Office Supplies,Machines,1170.18,8,0.0,353.05
ORD-10451,2022-06-10,East,Dallas,Office Supplies,Tables,846.44,9,,126.98
ORD-10452,2022-01-05,South,San Antonio,Technology,Accessories,647.85,6,,-47.5
ORD-10453,2022-03-19,South,San Antonio,Office Supplies,Binders,1361.4,4,0.3,271.38
ORD-10454,2022-04-01,East,San Jose,Office Supplies,Chairs,184.57,1,0.0,5.52
ORD-10455,2022-03-28,Central,Chicago,furniture,Storage,749.09,8,0.0,-96.9
ORD-10456,2022-09-27,WEST,Dallas,Technology,Storage,36.8,7,0.3,8.5
ORD-10457,2022-04-14,South,Chicago,Technology,Storage,713.62,2,0.1,260.73
ORD-10458,2022-12-05,West,San Jose,Office Supplies,Paper,103.33,8,,5.88
ORD-10459,2022-06-24,WEST,New York,Technology,Chairs,195.85,5,,16.49
ORD-10460,2022-02-23,South,New York,Technology,Machines,,7,0.2,74.59
ORD-10461,2022-07-30,Central,San Antonio,Technology,Storage,980.83,4,0.3,331.68
ORD-10462,2022-04-05,West,San Antonio,Technology,Paper,1124.15,5,0.2,313.61
ORD-10463,2022-08-11,WEST,Los Angeles,Office Supplies,Tables,883.39,8,0.2,-0.64
ORD-10464,2022-01-09,West,New York,Furniture,Machines,1444.02,1,0.0,572.02
ORD-10465,2022-02-22,East,Houston,Office Supplies,Chairs,574.81,1,,-32.97
ORD-10466,2022-03-18,east,San Antonio,furniture,Chairs,442.85,4,0.2,100.11
ORD-10467,2022-07-25,East,Houston,Furniture,Chairs,1305.53,3,0.0,-173.27
ORD-10468,2022-11-12,WEST,San Antonio,Furniture,Phones,350.92,2,0.3,82.9
ORD-10469,2022-10-29,east,San Jose,Furniture,Paper,1445.57,3,0.2,23.54
ORD-10470,2022-11-06,East,Houston,Office Supplies,Machines,37.99,1,,4.55
ORD-10471,2022-11-26,east,Phoenix,furniture,Binders,1455.42,1,0.2,83.19
ORD-10472,2022-04-22,South,Houston,Office Supplies,Phones,83.88,6,0.3,-3.89
ORD-10473,2022-12-17,West,Dallas,furniture,Phones,1338.89,5,0.2,298.82
ORD-10474,2022-06-14,east,New York,Office Supplies,Phones,801.0,8,,303.73
ORD-10475,2022-10-06,South,San Antonio,Office Supplies,Binders,1489.59,2,0.0,633.75
ORD-10476,2022-01-27,Central,New York,Office Supplies,Phones,129.22,4,,-4.47
ORD-10477,2022-03-11,East,Dallas,Furniture,Storage,839.7,8,0.0,235.47
ORD-10478,2022-08-06,Central,Dallas,Office Supplies,Chairs,1454.57,6,0.1,361.61
ORD-10479,2022-12-31,WEST,Houston,furniture,Machines,794.18,1,,44.5
ORD-10480,2022-07-08,South,Chicago,furniture,Machines,951.51,4,,-131.82
ORD-10481,2022-11-29,Central,Chicago,furniture,Chairs,1049.71,1,0.3,276.99
ORD-10482,2022-11-02,Central,Dallas,Furniture,Paper,692.72,2,0.2,289.07
ORD-10483,2022-05-04,South,Chicago,Office Supplies,Tables,948.79,5,0.0,217.53
ORD-10484,2022-01-19,West,San Antonio,Office Supplies,Accessories,,8,0.0,98.37
ORD-10485,2022-09-14,east,Los Angeles,Technology,Storage,1353.71,8,0.3,223.49
ORD-10486,2022-10-23,WEST,Phoenix,Furniture,Binders,87.26,3,0.3,-2.64
ORD-10487,2022-01-22,WEST,Houston,furniture,Accessories,435.83,4,0.2,130.89
ORD-10488,2022-02-09,East,Los Angeles,furniture,Chairs,1426.61,6,0.2,424.92
ORD-10489,2022-02-07,east,Chicago,Office Supplies,Phones,,3,,-83.85
ORD-10490,2022-02-17,East,Houston,furniture,Machines,694.37,2,0.1,261.63
ORD-10491,2022-07-02,WEST,Los Angeles,Office Supplies,Paper,937.8,6,0.2,10.8
ORD-10492,2022-03-16,east,New York,Office Supplies,Paper,430.52,5,0.3,189.15
ORD-10493,2022-07-28,Central,Chicago,Technology,Tables,298.42,5,0.2,23.8
ORD-10494,2022-07-02,West,San Jose,Furniture,Tables,706.27,5,0.0,-30.56
ORD-10495,2022-04-17,Central,Los Angeles,Office Supplies,Chairs,542.96,5,0.1,33.14
ORD-10496,2022-07-07,West,San Jose,Office Supplies,Storage,883.81,3,,
ORD-10497,2022-09-21,South,San Antonio,Office Supplies,Paper,135.05,7,0.0,-14.64
ORD-10498,2022-03-27,East,New York,Technology,Accessories,1462.1,6,0.0,287.93
ORD-10499,2022-11-20,East,Chicago,Office Supplies,Tables,1479.59,4,0.1,
ORD-10500,2022-11-27,South,Phoenix,Furniture,Machines,1053.28,2,,308.99
ORD-10501,2022-05-17,east,Dallas,Furniture,Machines,813.42,9,0.3,-107.78
ORD-10502,2022-12-12,South,Chicago,furniture,Chairs,478.1,1,,83.54
ORD-10503,2022-12-02,WEST,San Jose,Furniture,Storage,,4,0.2,-144.79
ORD-10504,2022-04-05,South,San Antonio,furniture,Chairs,1033.4,1,0.0,279.73
ORD-10505,2022-11-22,West,Phoenix,Furniture,Chairs,260.67,6,0.2,-30.38
ORD-10506,2022-09-02,WEST,Phoenix,furniture,Storage,1368.17,4,0.3,543.21
ORD-10507,2022-03-31,South,Phoenix,Office Supplies,Storage,1237.36,5,0.2,335.63
ORD-10508,2022-02-28,East,Houston,Technology,Storage,1425.7,5,,220.18
ORD-10509,2022-01-28,Central,Houston,Technology,Machines,1094.06,9,0.2,125.71
ORD-10510,2022-03-13,West,San Jose,Technology,Machines,927.85,1,0.3,-66.43
ORD-10511,2022-09-27,West,Dallas,Office Supplies,Chairs,639.0,2,0.3,15.72
ORD-10512,2022-01-24,east,Phoenix,Technology,Tables,1400.44,6,0.3,520.09
ORD-10513,2022-04-22,Central,Dallas,Furniture,Binders,1301.77,5,,511.17
ORD-10514,2022-10-27,West,New York,furniture,Binders,86.92,7,0.3,-13.0
ORD-10515,2022-02-25,South,Phoenix,Office Supplies,Chairs,59.02,3,0.0,12.19
ORD-10516,2022-08-11,West,Los Angeles,Technology,Chairs,577.17,3,0.3,162.52
ORD-10517,2022-04-30,West,Phoenix,Furniture,Tables,1219.62,2,0.2,269.84
ORD-10518,2022-06-28,West,San Jose,Furniture,Storage,1481.17,3,0.2,-149.59
ORD-10519,2022-10-15,east,Houston,Office Supplies,Chairs,242.62,1,0.2,-4.7
ORD-10520,2022-10-08,West,Houston,Office Supplies,Paper,899.31,5,,0.18
ORD-10521,2022-07-08,West,Los Angeles,Technology,Machines,583.72,5,0.2,
ORD-10522,2022-03-07,east,Los Angeles,furniture,Phones,1455.47,7,,186.18
ORD-10523,2022-10-25,WEST,Chicago,Technology,Storage,1266.34,4,,179.94
ORD-10524,2022-09-06,Central,New York,Technology,Paper,1260.73,3,0.3,518.08
ORD-10525,2022-03-17,WEST,New York,Office Supplies,Machines,713.67,1,0.0,165.75
ORD-10526,2022-05-17,East,San Jose,Technology,Chairs,633.93,8,0.3,246.73
ORD-10527,2022-06-13,east,San Jose,Technology,Phones,424.64,3,0.3,52.62
ORD-10528,2022-08-21,east,San Jose,furniture,Paper,103.44,2,,-6.24
ORD-10529,2022-09-12,West,San Jose,Furniture,Accessories,1299.79,4,,530.26
ORD-10530,2022-10-21,West,San Jose,Furniture,Tables,1223.09,3,0.2,153.16
ORD-10531,2022-06-19,East,San Jose,furniture,Machines,1499.58,1,0.2,-61.51
ORD-10532,2022-11-13,West,New York,Furniture,Phones,1495.02,3,0.3,47.0
ORD-10533,2022-06-23,South,San Antonio,Technology,Chairs,842.04,2,0.1,-100.64
ORD-10534,2022-12-11,West,Houston,furniture,Binders,1158.1,8,0.1,151.69
ORD-10535,2022-01-18,West,New York,furniture,Paper,1418.25,6,0.2,513.23
ORD-10536,2022-03-11,South,San Jose,Office Supplies,Chairs,1277.48,9,0.1,523.96
ORD-10537,2022-12-04,East,Chicago,Furniture,Binders,386.08,8,0.2,158.12
ORD-10538,2022-04-26,South,Chicago,Office Supplies,Tables,686.81,3,,-51.42
ORD-10539,2022-03-21,east,New York,Technology,Tables,211.16,5,0.3,16.73
ORD-10540,2022-01-15,South,Los Angeles,furniture,Storage,1432.0,7,0.0,-190.55
ORD-10541,2022-06-25,Central,Chicago,Technology,Paper,917.14,5,0.3,333.01
ORD-10542,2022-09-26,east,Dallas,Furniture,Storage,358.39,8,0.2,23.39
ORD-10543,2022-04-29,West,Los Angeles,Office Supplies,Binders,1014.12,5,0.2,231.9
ORD-10544,2022-10-26,east,Dallas,Furniture,Binders,934.83,1,0.3,260.76
ORD-10545,2022-07-07,East,Houston,Technology,Tables,550.08,5,0.2,59.36
ORD-10546,2022-02-26,East,San Antonio,Office Supplies,Phones,188.07,4,0.1,6.37
ORD-10547,2022-07-18,South,Chicago,Furniture,Binders,1013.93,6,0.1,433.28
ORD-10548,2022-01-17,east,Los Angeles,Technology,Binders,790.06,3,0.2,338.69
ORD-10549,2022-10-15,West,San Jose,Furniture,Paper,1163.03,5,0.2,27.52
ORD-10550,2022-02-24,East,Dallas,furniture,Phones,789.84,2,0.1,108.82
ORD-10551,2022-09-26,WEST,,Office Supplies,Storage,1281.23,6,0.2,555.68
ORD-10552,2022-10-30,West,Dallas,Office Supplies,Storage,836.82,6,0.2,-123.08
ORD-10553,2022-03-28,WEST,Dallas,Office Supplies,Binders,850.19,5,0.3,82.98
ORD-10554,2022-11-14,Central,Houston,furniture,Paper,1317.45,6,0.0,-118.21
ORD-10555,2022-01-29,WEST,Phoenix,Office Supplies,Storage,617.15,7,0.1,95.96
ORD-10556,2022-01-22,East,Phoenix,furniture,Storage,218.34,5,0.3,-29.52
ORD-10557,2022-11-17,South,New York,Office Supplies,Accessories,62.6,1,0.0,5.89
ORD-10558,2022-10-12,Central,Houston,Furniture,Paper,1137.6,8,0.2,-20.0
ORD-10559,2022-02-17,east,Houston,Furniture,Storage,938.06,4,0.2,159.46
ORD-10560,2022-01-05,West,San Jose,Furniture,Tables,1062.04,9,0.3,475.37
ORD-10561,2022-09-07,East,Houston,Furniture,Chairs,335.19,6,0.2,110.72
ORD-10562,2022-06-12,Central,Houston,furniture,Binders,221.83,1,,79.28
ORD-10563,2022-07-21,Central,,Technology,Machines,41.53,3,0.3,9.6
ORD-10564,2022-04-11,East,Los Angeles,Technology,Binders,538.87,3,0.0,-67.39
ORD-10565,2022-03-12,east,Houston,Furniture,Tables,893.08,4,0.3,-23.15
ORD-10566,2022-06-12,east,Los Angeles,Technology,Machines,600.52,6,0.1,243.23
ORD-10567,2022-06-22,South,Dallas,Technology,Chairs,,7,0.3,46.5
ORD-10568,2022-05-21,WEST,Dallas,Office Supplies,Chairs,1358.15,4,0.2,-119.27
ORD-10569,2022-05-18,east,Houston,furniture,Tables,535.42,6,0.2,145.34
ORD-10570,2022-03-07,South,,Furniture,Phones,780.7,1,,23.17
ORD-10571,2022-07-17,WEST,San Antonio,Technology,Phones,1179.81,8,,13.35
ORD-10572,2022-11-24,Central,Chicago,Technology,Chairs,606.88,7,,272.36
ORD-10573,2022-08-16,East,Dallas,Furniture,Phones,940.69,9,0.0,343.24
ORD-10574,2022-10-08,east,San Antonio,Office Supplies,Phones,1296.3,3,,122.84
ORD-10575,2022-06-21,South,Chicago,Furniture,Phones,1425.29,2,0.0,624.5
ORD-10576,2022-11-12,Central,Houston,Office Supplies,Chairs,237.67,1,,57.06
ORD-10577,2022-02-09,east,Los Angeles,Technology,Machines,1391.35,3,0.0,410.75
ORD-10578,2022-01-07,West,San Antonio,furniture,Phones,748.33,5,0.3,
ORD-10579,2022-06-23,Central,Phoenix,Office Supplies,Machines,402.2,2,0.3,-30.98
ORD-10580,2022-05-31,east,New York,Office Supplies,Binders,699.52,3,0.2,160.79
ORD-10581,2022-07-30,Central,San Antonio,Furniture,Accessories,1470.45,4,0.0,572.61
ORD-10582,2022-10-29,East,San Antonio,Technology,Chairs,749.07,7,0.1,167.98
ORD-10583,2022-03-27,East,Phoenix,furniture,Tables,506.55,3,0.2,-35.25
ORD-10584,2022-09-10,East,Houston,Furniture,Phones,957.43,9,0.3,-77.12
ORD-10585,2022-01-21,WEST,Chicago,Furniture,Storage,375.42,8,0.0,133.84
ORD-10586,2022-09-14,West,Chicago,furniture,Chairs,132.28,4,,-8.79
ORD-10587,2022-02-02,East,Dallas,Technology,Paper,210.74,1,0.1,34.17
ORD-10588,2022-09-17,West,Los Angeles,furniture,Tables,209.51,1,0.3,-26.76
ORD-10589,2022-08-22,East,Houston,Furniture,Accessories,244.82,1,0.2,-24.87
ORD-10590,2022-01-03,WEST,Phoenix,Furniture,Binders,225.46,1,0.0,57.13
ORD-10591,2022-12-13,Central,Houston,Office Supplies,Machines,968.49,8,0.1,255.21
ORD-10592,2022-11-04,east,Houston,furniture,Machines,289.18,3,0.0,15.87
ORD-10593,2022-08-15,east,,furniture,Paper,531.59,6,,-10.97
ORD-10594,2022-10-11,East,Phoenix,furniture,Tables,1347.25,3,0.2,455.68
ORD-10595,2022-03-11,east,San Jose,Furniture,Phones,721.46,5,0.0,-14.24
ORD-10596,2022-11-09,East,New York,Technology,Storage,1007.99,7,0.3,176.62
ORD-10597,2022-12-30,East,San Antonio,Furniture,Phones,275.03,2,0.2,118.52
ORD-10598,2022-09-11,South,Chicago,Office Supplies,Tables,304.59,6,0.3,-18.67
ORD-10599,2022-05-24,South,Phoenix,Furniture,Chairs,80.49,6,0.0,33.37
ORD-10600,2022-01-24,South,Los Angeles,Furniture,Paper,270.02,3,0.2,-10.87
ORD-10601,2022-08-22,West,San Antonio,Furniture,Storage,432.31,6,0.3,82.34
ORD-10602,2022-11-29,South,San Antonio,Office Supplies,Machines,281.98,5,,21.49
ORD-10603,2022-06-24,East,San Jose,furniture,Paper,151.28,2,,64.89
ORD-10604,2022-11-28,WEST,San Jose,Technology,Paper,198.54,9,0.0,2.8
ORD-10605,2022-11-21,WEST,Chicago,Technology,Storage,701.95,8,0.2,63.03
ORD-10606,2022-12-23,Central,Dallas,Office Supplies,Machines,325.37,3,0.1,143.07
ORD-10607,2022-06-08,South,Los Angeles,furniture,Machines,559.12,8,0.2,96.1
ORD-10608,2022-12-14,WEST,Chicago,furniture,Tables,765.06,9,,115.97
ORD-10609,2022-12-14,South,Houston,Office Supplies,Accessories,1041.78,3,0.3,4.86
ORD-10610,2022-10-13,Central,Dallas,Furniture,Accessories,78.18,3,0.1,21.17
ORD-10611,2022-01-18,WEST,Phoenix,furniture,Phones,1203.13,2,0.0,-170.09
ORD-10612,2022-02-13,East,San Jose,Technology,Tables,949.29,8,0.1,-114.19
ORD-10613,2022-06-04,West,Los Angeles,Office Supplies,Storage,141.0,1,0.0,29.56
ORD-10614,2022-12-21,South,San Antonio,Technology,Tables,1312.9,8,0.1,72.22
ORD-10615,2022-08-19,WEST,Chicago,Furniture,Storage,1382.89,7,0.0,583.57
ORD-10616,2022-11-12,WEST,San Jose,Office Supplies,Paper,110.4,7,0.0,43.27
ORD-10617,2022-08-13,Central,San Antonio,Technology,Phones,429.78,3,0.1,119.58
ORD-10618,2022-08-05,East,Los Angeles,Technology,Chairs,1213.18,1,0.1,413.56
ORD-10619,2022-02-25,east,San Jose,Furniture,Paper,1127.42,4,0.0,282.3
ORD-10620,2022-01-31,WEST,San Jose,Office Supplies,Machines,293.09,9,,-21.88
ORD-10621,2022-12-23,West,San Antonio,furniture,Chairs,329.84,5,0.1,102.03
ORD-10622,2022-02-28,Central,Chicago,furniture,Tables,568.3,1,0.2,-13.57
ORD-10623,2022-12-19,WEST,Dallas,Technology,Storage,737.09,5,0.3,32.48
